Produto	Descri?’o	Qtd	Custo unit	Previs’o de recebimento	recebido				
1598	Produto 1598	337	R$ 3.333,00	02/09/2025	N’o				
4976	Produto 4976	245	R$ 2.474,00	11/09/2025	N’o				
4856	Produto 4856	294	R$ 1.932,00	12/10/2025	N’o				
3214	Produto 3214	308	R$ 1.881,00	11/10/2025	N’o				
4174	Produto 4174	301	R$ 1.909,00	18/09/2025	N’o				
4059	Produto 4059	350	R$ 2.596,00	04/10/2025	Sim				
2264	Produto 2264	326	R$ 3.549,00	08/10/2025	N’o				
2750	Produto 2750	217	R$ 1.564,00	23/09/2025	Sim				
2878	Produto 2878	270	R$ 2.411,00	27/08/2025	Sim				
3276	Produto 3276	357	R$ 1.499,00	26/10/2025	Sim				
2463	Produto 2463	207	R$ 3.105,00	10/10/2025	N’o				
4043	Produto 4043	353	R$ 3.887,00	25/09/2025	Sim				
4395	Produto 4395	283	R$ 3.911,00	05/10/2025	Sim				
1890	Produto 1890	217	R$ 1.437,00	01/09/2025	N’o				
2956	Produto 2956	335	R$ 1.904,00	18/10/2025	N’o				
3216	Produto 3216	225	R$ 3.135,00	21/10/2025	Sim				
1956	Produto 1956	218	R$ 2.243,00	22/10/2025	N’o				
1336	Produto 1336	226	R$ 3.572,00	01/09/2025	N’o				
1872	Produto 1872	346	R$ 2.953,00	07/10/2025	N’o				
2865	Produto 2865	359	R$ 1.450,00	17/10/2025	Sim				
1847	Produto 1847	258	R$ 2.650,00	10/10/2025	Sim				
4222	Produto 4222	260	R$ 2.500,00	19/09/2025	Sim				
1683	Produto 1683	388	R$ 1.910,00	17/10/2025	Sim				
1937	Produto 1937	245	R$ 3.106,00	03/09/2025	Sim				
3523	Produto 3523	321	R$ 811,00	10/09/2025	N’o				
1670	Produto 1670	252	R$ 759,00	01/10/2025	N’o				
1485	Produto 1485	313	R$ 1.179,00	16/10/2025	N’o				
4342	Produto 4342	320	R$ 897,00	16/10/2025	N’o				
2956	Produto 2956	281	R$ 3.609,00	19/09/2025	N’o				
2154	Produto 2154	284	R$ 3.473,00	01/10/2025	Sim				
1230	Produto 1230	331	R$ 414,00	09/10/2025	N’o				
1551	Produto 1551	391	R$ 2.376,00	27/08/2025	N’o				
4171	Produto 4171	365	R$ 1.680,00	18/10/2025	Sim				
4202	Produto 4202	303	R$ 796,00	26/10/2025	N’o				
3581	Produto 3581	399	R$ 828,00	20/09/2025	N’o				
3379	Produto 3379	369	R$ 3.766,00	08/09/2025	N’o				
412	Produto 412	362	R$ 3.782,00	02/09/2025	N’o				
372	Produto 372	355	R$ 373,00	17/10/2025	N’o				
1862	Produto 1862	397	R$ 2.560,00	14/10/2025	N’o				
3318	Produto 3318	307	R$ 787,00	30/08/2025	N’o				
794	Produto 794	256	R$ 1.770,00	01/09/2025	Sim				
4966	Produto 4966	346	R$ 2.240,00	30/08/2025	N’o				
2262	Produto 2262	273	R$ 326,00	18/10/2025	N’o				
557	Produto 557	372	R$ 2.672,00	04/09/2025	N’o				
2533	Produto 2533	368	R$ 1.769,00	01/10/2025	Sim				
828	Produto 828	261	R$ 2.743,00	04/09/2025	Sim				
1477	Produto 1477	280	R$ 2.901,00	12/10/2025	Sim				
1468	Produto 1468	275	R$ 3.911,00	21/10/2025	Sim				
3277	Produto 3277	299	R$ 497,00	18/09/2025	N’o				
2597	Produto 2597	348	R$ 2.704,00	17/09/2025	N’o				
2581	Produto 2581	213	R$ 1.841,00	12/10/2025	N’o				
3262	Produto 3262	244	R$ 2.665,00	21/09/2025	Sim				
4474	Produto 4474	374	R$ 1.234,00	07/10/2025	Sim				
3351	Produto 3351	230	R$ 2.875,00	22/09/2025	Sim				
1768	Produto 1768	237	R$ 3.581,00	08/10/2025	Sim				
4396	Produto 4396	369	R$ 3.296,00	13/10/2025	N’o				
3851	Produto 3851	205	R$ 682,00	01/10/2025	Sim				
1975	Produto 1975	385	R$ 2.865,00	28/09/2025	N’o				
4090	Produto 4090	254	R$ 2.525,00	22/09/2025	N’o				
3653	Produto 3653	264	R$ 3.980,00	22/10/2025	Sim				
2138	Produto 2138	216	R$ 1.882,00	28/08/2025	N’o				
2602	Produto 2602	397	R$ 478,00	10/10/2025	Sim				
2560	Produto 2560	394	R$ 1.856,00	05/09/2025	Sim				
3519	Produto 3519	346	R$ 1.388,00	10/10/2025	Sim				
4257	Produto 4257	228	R$ 674,00	23/09/2025	Sim				
1825	Produto 1825	375	R$ 1.072,00	23/10/2025	Sim				
4071	Produto 4071	220	R$ 2.544,00	21/10/2025	N’o				
4351	Produto 4351	228	R$ 525,00	08/09/2025	N’o				
1744	Produto 1744	383	R$ 3.176,00	03/10/2025	N’o				
2833	Produto 2833	270	R$ 3.531,00	05/09/2025	N’o				
370	Produto 370	275	R$ 1.303,00	09/10/2025	N’o				
256	Produto 256	216	R$ 883,00	01/09/2025	N’o				
4312	Produto 4312	302	R$ 2.343,00	10/09/2025	N’o				
2401	Produto 2401	364	R$ 743,00	24/10/2025	Sim				
4649	Produto 4649	385	R$ 1.742,00	02/10/2025	N’o				
3265	Produto 3265	372	R$ 3.107,00	27/09/2025	N’o				
888	Produto 888	341	R$ 713,00	27/08/2025	Sim				
486	Produto 486	219	R$ 2.090,00	06/09/2025	N’o				
3092	Produto 3092	229	R$ 2.175,00	13/10/2025	N’o				
1611	Produto 1611	343	R$ 2.320,00	19/10/2025	N’o				
1018	Produto 1018	244	R$ 2.752,00	06/10/2025	Sim				
754	Produto 754	392	R$ 1.869,00	25/10/2025	Sim				
4385	Produto 4385	362	R$ 3.592,00	23/10/2025	N’o				
1246	Produto 1246	203	R$ 751,00	06/09/2025	Sim				
3409	Produto 3409	352	R$ 2.882,00	04/09/2025	Sim				
4927	Produto 4927	368	R$ 712,00	09/09/2025	Sim				
313	Produto 313	359	R$ 2.493,00	05/09/2025	N’o				
4831	Produto 4831	322	R$ 3.401,00	27/08/2025	Sim				
4277	Produto 4277	315	R$ 1.054,00	22/10/2025	N’o				
4528	Produto 4528	222	R$ 1.781,00	02/09/2025	Sim				
2382	Produto 2382	374	R$ 558,00	14/10/2025	N’o				
2389	Produto 2389	233	R$ 1.186,00	19/09/2025	Sim				
2925	Produto 2925	336	R$ 2.981,00	18/10/2025	Sim				
952	Produto 952	292	R$ 1.535,00	05/10/2025	N’o				
4383	Produto 4383	335	R$ 1.751,00	17/10/2025	Sim				
2320	Produto 2320	320	R$ 1.856,00	21/10/2025	N’o				
4479	Produto 4479	366	R$ 3.040,00	21/10/2025	Sim				
4485	Produto 4485	296	R$ 1.564,00	30/08/2025	N’o				
3169	Produto 3169	242	R$ 2.889,00	26/10/2025	N’o				
1462	Produto 1462	328	R$ 2.124,00	13/10/2025	Sim				
1978	Produto 1978	299	R$ 2.768,00	31/08/2025	Sim				
4093	Produto 4093	299	R$ 1.234,00	17/09/2025	N’o				
2671	Produto 2671	235	R$ 845,00	16/10/2025	Sim				
4928	Produto 4928	389	R$ 2.356,00	18/09/2025	N’o				
3406	Produto 3406	337	R$ 3.413,00	02/10/2025	N’o				
3181	Produto 3181	397	R$ 3.061,00	12/10/2025	N’o				
317	Produto 317	241	R$ 2.759,00	01/09/2025	N’o				
697	Produto 697	393	R$ 3.428,00	31/08/2025	N’o				
4065	Produto 4065	217	R$ 3.864,00	01/09/2025	N’o				
2308	Produto 2308	364	R$ 886,00	11/10/2025	Sim				
2185	Produto 2185	378	R$ 212,00	28/08/2025	Sim				
1247	Produto 1247	252	R$ 823,00	14/09/2025	N’o				
3542	Produto 3542	366	R$ 1.007,00	09/09/2025	N’o				
3466	Produto 3466	216	R$ 904,00	24/10/2025	N’o				
4515	Produto 4515	226	R$ 743,00	08/09/2025	Sim				
3048	Produto 3048	262	R$ 3.917,00	08/09/2025	N’o				
2739	Produto 2739	302	R$ 567,00	26/10/2025	Sim				
975	Produto 975	326	R$ 238,00	03/10/2025	N’o				
4794	Produto 4794	291	R$ 710,00	24/10/2025	N’o				
4528	Produto 4528	397	R$ 654,00	09/10/2025	N’o				
3244	Produto 3244	277	R$ 1.032,00	08/09/2025	Sim				
4045	Produto 4045	347	R$ 3.420,00	02/09/2025	N’o				
2411	Produto 2411	373	R$ 2.000,00	01/09/2025	N’o				
4760	Produto 4760	205	R$ 2.119,00	06/10/2025	Sim				
1702	Produto 1702	219	R$ 1.457,00	30/09/2025	N’o				
4011	Produto 4011	363	R$ 1.297,00	07/09/2025	Sim				
4224	Produto 4224	272	R$ 3.608,00	21/09/2025	Sim				
1213	Produto 1213	211	R$ 1.071,00	18/09/2025	Sim				
4853	Produto 4853	279	R$ 1.116,00	29/09/2025	N’o				
1420	Produto 1420	275	R$ 328,00	24/09/2025	Sim				
4046	Produto 4046	211	R$ 1.036,00	12/09/2025	Sim				
251	Produto 251	287	R$ 1.229,00	13/10/2025	Sim				
460	Produto 460	264	R$ 382,00	22/09/2025	Sim				
1637	Produto 1637	202	R$ 1.429,00	14/10/2025	Sim				
4585	Produto 4585	346	R$ 2.123,00	20/09/2025	Sim				
1577	Produto 1577	284	R$ 3.854,00	29/09/2025	N’o				
3587	Produto 3587	325	R$ 2.648,00	21/09/2025	N’o				
2515	Produto 2515	229	R$ 2.919,00	28/08/2025	Sim				
1193	Produto 1193	260	R$ 2.146,00	26/10/2025	N’o				
3927	Produto 3927	305	R$ 2.219,00	25/10/2025	N’o				
2858	Produto 2858	220	R$ 774,00	24/09/2025	Sim				
4227	Produto 4227	276	R$ 725,00	06/10/2025	N’o				
1470	Produto 1470	388	R$ 591,00	20/09/2025	N’o				
3865	Produto 3865	373	R$ 2.450,00	12/10/2025	N’o				
340	Produto 340	253	R$ 943,00	26/10/2025	Sim				
2433	Produto 2433	333	R$ 1.076,00	25/10/2025	Sim				
4986	Produto 4986	285	R$ 1.631,00	04/09/2025	N’o				
1160	Produto 1160	229	R$ 3.373,00	13/10/2025	N’o				
4048	Produto 4048	283	R$ 1.337,00	29/08/2025	Sim				
3987	Produto 3987	363	R$ 3.329,00	15/10/2025	N’o				
3107	Produto 3107	399	R$ 2.810,00	21/09/2025	Sim				
3949	Produto 3949	367	R$ 2.875,00	12/10/2025	N’o				
4450	Produto 4450	212	R$ 1.907,00	24/09/2025	Sim				
3740	Produto 3740	237	R$ 2.723,00	03/10/2025	N’o				
4189	Produto 4189	379	R$ 390,00	15/09/2025	N’o				
777	Produto 777	218	R$ 2.034,00	05/09/2025	N’o				
899	Produto 899	202	R$ 1.442,00	15/09/2025	N’o				
2762	Produto 2762	339	R$ 420,00	22/10/2025	Sim				
2673	Produto 2673	398	R$ 3.468,00	15/09/2025	Sim				
2269	Produto 2269	363	R$ 595,00	20/10/2025	Sim				
2362	Produto 2362	231	R$ 2.578,00	22/09/2025	Sim				
722	Produto 722	307	R$ 277,00	14/10/2025	Sim				
762	Produto 762	290	R$ 1.368,00	13/09/2025	N’o				
2088	Produto 2088	383	R$ 1.882,00	05/10/2025	Sim				
4840	Produto 4840	283	R$ 1.923,00	01/10/2025	Sim				
4679	Produto 4679	277	R$ 910,00	30/08/2025	N’o				
4461	Produto 4461	208	R$ 704,00	24/10/2025	Sim				
3751	Produto 3751	373	R$ 2.526,00	04/09/2025	Sim				
621	Produto 621	385	R$ 3.846,00	08/09/2025	N’o				
2885	Produto 2885	213	R$ 969,00	15/09/2025	N’o				
1116	Produto 1116	240	R$ 2.522,00	11/09/2025	N’o				
4310	Produto 4310	258	R$ 3.660,00	22/09/2025	N’o				
4674	Produto 4674	373	R$ 1.922,00	31/08/2025	N’o				
4510	Produto 4510	250	R$ 3.233,00	30/09/2025	N’o				
4880	Produto 4880	343	R$ 1.114,00	27/09/2025	N’o				
1767	Produto 1767	254	R$ 2.158,00	28/08/2025	Sim				
4444	Produto 4444	276	R$ 939,00	24/10/2025	Sim				
3663	Produto 3663	314	R$ 2.738,00	15/10/2025	Sim				
1663	Produto 1663	357	R$ 765,00	17/09/2025	N’o				
2372	Produto 2372	286	R$ 1.999,00	17/10/2025	N’o				
3766	Produto 3766	247	R$ 524,00	26/09/2025	Sim				
1766	Produto 1766	202	R$ 3.181,00	31/08/2025	Sim				
1757	Produto 1757	379	R$ 3.297,00	31/08/2025	Sim				
1138	Produto 1138	331	R$ 300,00	17/10/2025	N’o				
950	Produto 950	272	R$ 3.091,00	25/10/2025	N’o				
3869	Produto 3869	223	R$ 906,00	28/08/2025	Sim				
2251	Produto 2251	353	R$ 2.454,00	16/10/2025	N’o				
215	Produto 215	237	R$ 2.343,00	14/09/2025	Sim				
2292	Produto 2292	256	R$ 410,00	19/10/2025	Sim				
4351	Produto 4351	395	R$ 2.306,00	07/09/2025	N’o				
1550	Produto 1550	239	R$ 861,00	21/10/2025	N’o				
1135	Produto 1135	361	R$ 588,00	07/09/2025	N’o				
4201	Produto 4201	389	R$ 3.688,00	28/09/2025	N’o				
3026	Produto 3026	200	R$ 234,00	07/10/2025	Sim				
491	Produto 491	377	R$ 958,00	05/10/2025	Sim				
3005	Produto 3005	209	R$ 1.643,00	07/10/2025	Sim				
4246	Produto 4246	267	R$ 818,00	25/09/2025	N’o				
1059	Produto 1059	269	R$ 2.582,00	02/10/2025	N’o				
2264	Produto 2264	338	R$ 1.971,00	30/08/2025	N’o				
3932	Produto 3932	209	R$ 401,00	17/10/2025	Sim				
3428	Produto 3428	399	R$ 2.608,00	04/09/2025	N’o				
1222	Produto 1222	300	R$ 1.487,00	17/10/2025	N’o				
4616	Produto 4616	223	R$ 401,00	10/09/2025	N’o				
510	Produto 510	200	R$ 2.405,00	26/09/2025	N’o				
347	Produto 347	399	R$ 2.104,00	13/09/2025	N’o				
1101	Produto 1101	399	R$ 1.128,00	17/10/2025	Sim				
4568	Produto 4568	279	R$ 3.164,00	25/09/2025	Sim				
1554	Produto 1554	268	R$ 1.705,00	31/08/2025	Sim				
4082	Produto 4082	262	R$ 1.452,00	26/10/2025	N’o				
1183	Produto 1183	279	R$ 3.275,00	31/08/2025	Sim				
326	Produto 326	250	R$ 1.142,00	23/09/2025	Sim				
4050	Produto 4050	250	R$ 2.888,00	12/10/2025	N’o				
3361	Produto 3361	386	R$ 2.143,00	29/09/2025	Sim				
2463	Produto 2463	365	R$ 618,00	21/09/2025	Sim				
1179	Produto 1179	260	R$ 3.708,00	02/10/2025	N’o				
338	Produto 338	332	R$ 992,00	19/10/2025	N’o				
1886	Produto 1886	375	R$ 1.824,00	25/10/2025	Sim				
2532	Produto 2532	304	R$ 421,00	04/09/2025	N’o				
1860	Produto 1860	391	R$ 640,00	07/10/2025	N’o				
4487	Produto 4487	226	R$ 3.089,00	12/10/2025	Sim				
4703	Produto 4703	303	R$ 2.488,00	17/10/2025	N’o				
3151	Produto 3151	393	R$ 1.651,00	11/10/2025	N’o				
1383	Produto 1383	202	R$ 3.186,00	14/10/2025	N’o				
1929	Produto 1929	253	R$ 2.607,00	18/10/2025	N’o				
4758	Produto 4758	371	R$ 3.176,00	11/10/2025	N’o				
1296	Produto 1296	387	R$ 2.578,00	26/10/2025	N’o				
1477	Produto 1477	266	R$ 1.853,00	11/10/2025	N’o				
414	Produto 414	225	R$ 3.492,00	01/10/2025	N’o				
935	Produto 935	348	R$ 557,00	16/10/2025	Sim				
3809	Produto 3809	241	R$ 419,00	01/10/2025	Sim				
3489	Produto 3489	295	R$ 644,00	17/09/2025	N’o				
3809	Produto 3809	369	R$ 1.659,00	11/10/2025	Sim				
732	Produto 732	268	R$ 1.281,00	21/10/2025	Sim				
1414	Produto 1414	205	R$ 355,00	11/10/2025	Sim				
1854	Produto 1854	351	R$ 3.724,00	26/10/2025	N’o				
5000	Produto 5000	287	R$ 464,00	28/08/2025	N’o				
1941	Produto 1941	388	R$ 2.651,00	29/08/2025	Sim				
2149	Produto 2149	332	R$ 3.350,00	26/09/2025	Sim				
3063	Produto 3063	292	R$ 2.029,00	15/09/2025	N’o				
1613	Produto 1613	334	R$ 1.534,00	06/09/2025	Sim				
4287	Produto 4287	304	R$ 979,00	07/10/2025	N’o				
1044	Produto 1044	296	R$ 3.960,00	04/09/2025	N’o				
3794	Produto 3794	386	R$ 964,00	01/10/2025	Sim				
1613	Produto 1613	385	R$ 2.199,00	23/09/2025	N’o				
2762	Produto 2762	210	R$ 1.774,00	06/09/2025	N’o				
730	Produto 730	353	R$ 401,00	03/10/2025	N’o				
897	Produto 897	265	R$ 2.817,00	31/08/2025	Sim				
756	Produto 756	205	R$ 3.162,00	27/08/2025	Sim				
2835	Produto 2835	341	R$ 2.726,00	22/10/2025	N’o				
3584	Produto 3584	398	R$ 1.997,00	01/09/2025	Sim				
1258	Produto 1258	312	R$ 2.151,00	21/09/2025	Sim				
2322	Produto 2322	214	R$ 3.999,00	29/09/2025	Sim				
4033	Produto 4033	297	R$ 2.110,00	26/10/2025	Sim				
3873	Produto 3873	328	R$ 1.252,00	16/10/2025	N’o				
3201	Produto 3201	300	R$ 490,00	24/10/2025	Sim				
3651	Produto 3651	355	R$ 3.236,00	06/09/2025	N’o				
4925	Produto 4925	212	R$ 1.118,00	04/10/2025	Sim				
711	Produto 711	212	R$ 2.327,00	18/10/2025	N’o				
1258	Produto 1258	285	R$ 3.380,00	02/09/2025	Sim				
776	Produto 776	249	R$ 2.452,00	03/10/2025	Sim				
1654	Produto 1654	303	R$ 342,00	09/10/2025	Sim				
1877	Produto 1877	289	R$ 2.669,00	19/10/2025	N’o				
2770	Produto 2770	223	R$ 1.591,00	25/09/2025	Sim				
2460	Produto 2460	208	R$ 1.064,00	19/10/2025	Sim				
2181	Produto 2181	279	R$ 2.657,00	05/10/2025	Sim				
1400	Produto 1400	332	R$ 1.702,00	22/09/2025	Sim				
2726	Produto 2726	298	R$ 3.959,00	15/09/2025	N’o				
1875	Produto 1875	364	R$ 2.408,00	25/09/2025	Sim				
683	Produto 683	352	R$ 3.331,00	10/09/2025	Sim				
4983	Produto 4983	343	R$ 3.277,00	25/10/2025	Sim				
1260	Produto 1260	315	R$ 1.618,00	09/10/2025	Sim				
4099	Produto 4099	212	R$ 3.246,00	04/09/2025	N’o				
3811	Produto 3811	296	R$ 2.178,00	28/09/2025	Sim				
937	Produto 937	213	R$ 3.581,00	07/09/2025	N’o				
4275	Produto 4275	213	R$ 1.914,00	31/08/2025	Sim				
3566	Produto 3566	332	R$ 2.367,00	18/10/2025	Sim				
1748	Produto 1748	207	R$ 2.633,00	24/10/2025	N’o				
3761	Produto 3761	213	R$ 1.729,00	08/09/2025	N’o				
945	Produto 945	219	R$ 1.094,00	24/10/2025	Sim				
2286	Produto 2286	343	R$ 1.812,00	01/09/2025	N’o				
1274	Produto 1274	321	R$ 2.842,00	02/09/2025	N’o				
4881	Produto 4881	329	R$ 203,00	28/09/2025	N’o				
201	Produto 201	399	R$ 3.631,00	15/09/2025	N’o				
2177	Produto 2177	282	R$ 392,00	12/10/2025	N’o				
1484	Produto 1484	204	R$ 1.360,00	20/09/2025	N’o				
1202	Produto 1202	286	R$ 1.059,00	01/10/2025	Sim				
4957	Produto 4957	219	R$ 2.507,00	10/10/2025	Sim				
1480	Produto 1480	328	R$ 2.956,00	13/09/2025	Sim				
4524	Produto 4524	383	R$ 1.111,00	25/09/2025	N’o				
1778	Produto 1778	240	R$ 2.135,00	14/09/2025	N’o				
4269	Produto 4269	400	R$ 2.986,00	14/09/2025	Sim				
893	Produto 893	261	R$ 466,00	23/10/2025	Sim				
4053	Produto 4053	315	R$ 2.386,00	16/09/2025	N’o				
4640	Produto 4640	336	R$ 591,00	06/10/2025	N’o				
4643	Produto 4643	262	R$ 3.618,00	04/09/2025	N’o				
866	Produto 866	349	R$ 2.452,00	24/09/2025	Sim				
4593	Produto 4593	236	R$ 3.555,00	22/09/2025	Sim				
219	Produto 219	345	R$ 1.859,00	05/09/2025	N’o				
3109	Produto 3109	351	R$ 2.356,00	05/09/2025	N’o				
1558	Produto 1558	328	R$ 3.853,00	09/10/2025	N’o				
2411	Produto 2411	326	R$ 266,00	10/09/2025	N’o				
715	Produto 715	237	R$ 1.573,00	01/09/2025	N’o				
841	Produto 841	290	R$ 3.581,00	05/10/2025	N’o				
941	Produto 941	294	R$ 392,00	01/09/2025	N’o				
787	Produto 787	293	R$ 274,00	30/09/2025	N’o				
596	Produto 596	256	R$ 2.731,00	05/10/2025	N’o				
1597	Produto 1597	201	R$ 299,00	08/09/2025	N’o				
4295	Produto 4295	387	R$ 932,00	25/10/2025	N’o				
3059	Produto 3059	211	R$ 1.068,00	01/09/2025	N’o				
3016	Produto 3016	236	R$ 1.314,00	09/09/2025	Sim				
3285	Produto 3285	271	R$ 2.869,00	23/09/2025	Sim				
2580	Produto 2580	355	R$ 950,00	09/10/2025	N’o				
3021	Produto 3021	206	R$ 3.670,00	19/09/2025	Sim				
364	Produto 364	245	R$ 1.464,00	01/10/2025	Sim				
2006	Produto 2006	329	R$ 3.832,00	16/10/2025	Sim				
1098	Produto 1098	377	R$ 2.764,00	04/09/2025	N’o				
1392	Produto 1392	249	R$ 3.652,00	08/09/2025	N’o				
626	Produto 626	236	R$ 1.300,00	31/08/2025	Sim				
587	Produto 587	226	R$ 660,00	01/10/2025	Sim				
3344	Produto 3344	389	R$ 1.914,00	13/09/2025	N’o				
2321	Produto 2321	243	R$ 740,00	01/09/2025	Sim				
3697	Produto 3697	287	R$ 1.069,00	17/09/2025	Sim				
3440	Produto 3440	266	R$ 2.969,00	03/09/2025	Sim				
858	Produto 858	253	R$ 1.497,00	14/10/2025	N’o				
229	Produto 229	238	R$ 279,00	18/09/2025	N’o				
382	Produto 382	326	R$ 1.711,00	21/10/2025	Sim				
1329	Produto 1329	367	R$ 3.664,00	03/10/2025	N’o				
2593	Produto 2593	279	R$ 1.304,00	07/10/2025	N’o				
1406	Produto 1406	234	R$ 2.468,00	31/08/2025	Sim				
2145	Produto 2145	314	R$ 2.626,00	11/09/2025	N’o				
2421	Produto 2421	351	R$ 2.163,00	26/10/2025	N’o				
3345	Produto 3345	355	R$ 2.456,00	24/09/2025	N’o				
2711	Produto 2711	394	R$ 2.570,00	24/09/2025	N’o				
690	Produto 690	247	R$ 3.873,00	17/10/2025	N’o				
2596	Produto 2596	283	R$ 3.139,00	18/10/2025	N’o				
2093	Produto 2093	359	R$ 3.322,00	28/09/2025	N’o				
3739	Produto 3739	331	R$ 831,00	04/10/2025	N’o				
1623	Produto 1623	391	R$ 1.143,00	16/09/2025	Sim				
4870	Produto 4870	231	R$ 3.286,00	05/10/2025	Sim				
2329	Produto 2329	207	R$ 3.972,00	25/10/2025	N’o				
3899	Produto 3899	270	R$ 1.390,00	01/09/2025	Sim				
1215	Produto 1215	311	R$ 2.235,00	12/10/2025	Sim				
1268	Produto 1268	285	R$ 731,00	04/10/2025	Sim				
4107	Produto 4107	233	R$ 3.861,00	06/09/2025	N’o				
2070	Produto 2070	393	R$ 1.856,00	04/09/2025	Sim				
2667	Produto 2667	327	R$ 2.121,00	20/09/2025	N’o				
3340	Produto 3340	296	R$ 2.910,00	24/09/2025	N’o				
209	Produto 209	348	R$ 567,00	10/10/2025	N’o				
789	Produto 789	225	R$ 1.771,00	29/09/2025	N’o				
4063	Produto 4063	276	R$ 2.290,00	01/09/2025	N’o				
4919	Produto 4919	324	R$ 2.102,00	09/09/2025	N’o				
1730	Produto 1730	299	R$ 1.632,00	29/09/2025	Sim				
2496	Produto 2496	268	R$ 919,00	12/09/2025	Sim				
2773	Produto 2773	287	R$ 3.739,00	16/10/2025	Sim				
3059	Produto 3059	291	R$ 2.409,00	16/09/2025	Sim				
2526	Produto 2526	247	R$ 2.436,00	16/10/2025	Sim				
751	Produto 751	236	R$ 1.018,00	13/09/2025	N’o				
4142	Produto 4142	359	R$ 1.685,00	17/09/2025	Sim				
3037	Produto 3037	218	R$ 2.708,00	29/08/2025	N’o				
4382	Produto 4382	333	R$ 3.440,00	29/08/2025	N’o				
1419	Produto 1419	304	R$ 1.845,00	21/10/2025	Sim				
3068	Produto 3068	268	R$ 2.078,00	06/10/2025	Sim				
908	Produto 908	207	R$ 3.380,00	05/10/2025	Sim				
4793	Produto 4793	321	R$ 2.586,00	17/10/2025	N’o				
3599	Produto 3599	365	R$ 2.536,00	20/09/2025	N’o				
3646	Produto 3646	268	R$ 1.020,00	17/09/2025	N’o				
366	Produto 366	322	R$ 2.392,00	30/08/2025	Sim				
3790	Produto 3790	265	R$ 3.061,00	02/10/2025	N’o				
1916	Produto 1916	285	R$ 576,00	22/10/2025	Sim				
3560	Produto 3560	244	R$ 2.838,00	14/09/2025	Sim				
383	Produto 383	336	R$ 3.068,00	25/10/2025	N’o				
1478	Produto 1478	306	R$ 254,00	12/09/2025	N’o				
1639	Produto 1639	396	R$ 1.409,00	15/09/2025	Sim				
2778	Produto 2778	334	R$ 1.938,00	18/09/2025	N’o				
4112	Produto 4112	312	R$ 1.084,00	17/09/2025	N’o				
4486	Produto 4486	386	R$ 772,00	28/09/2025	N’o				
3229	Produto 3229	380	R$ 2.311,00	20/10/2025	Sim				
932	Produto 932	258	R$ 3.458,00	30/09/2025	N’o				
3956	Produto 3956	258	R$ 3.220,00	22/10/2025	Sim				
4367	Produto 4367	359	R$ 1.029,00	20/09/2025	Sim				
3214	Produto 3214	297	R$ 3.025,00	20/10/2025	Sim				
1685	Produto 1685	291	R$ 3.355,00	20/09/2025	Sim				
775	Produto 775	214	R$ 3.567,00	03/10/2025	Sim				
4989	Produto 4989	306	R$ 2.132,00	29/08/2025	N’o				
1673	Produto 1673	400	R$ 955,00	14/09/2025	Sim				
2366	Produto 2366	260	R$ 1.852,00	23/09/2025	N’o				
3759	Produto 3759	303	R$ 2.736,00	15/10/2025	N’o				
2083	Produto 2083	356	R$ 1.996,00	13/10/2025	N’o				
2042	Produto 2042	309	R$ 3.003,00	27/09/2025	Sim				
3641	Produto 3641	369	R$ 3.199,00	17/10/2025	Sim				
2242	Produto 2242	235	R$ 2.830,00	13/10/2025	N’o				
1083	Produto 1083	239	R$ 1.128,00	26/10/2025	N’o				
881	Produto 881	305	R$ 859,00	11/10/2025	N’o				
4253	Produto 4253	318	R$ 300,00	08/10/2025	Sim				
3076	Produto 3076	268	R$ 2.438,00	16/09/2025	N’o				
2294	Produto 2294	345	R$ 2.958,00	03/10/2025	N’o				
3490	Produto 3490	306	R$ 1.082,00	27/08/2025	Sim				
1546	Produto 1546	275	R$ 1.770,00	22/10/2025	N’o				
3215	Produto 3215	257	R$ 2.640,00	08/09/2025	N’o				
1837	Produto 1837	230	R$ 3.050,00	21/09/2025	N’o				
2756	Produto 2756	239	R$ 3.999,00	08/09/2025	Sim				
4750	Produto 4750	239	R$ 3.244,00	15/10/2025	N’o				
2046	Produto 2046	326	R$ 2.076,00	01/10/2025	N’o				
4413	Produto 4413	273	R$ 3.066,00	29/08/2025	N’o				
1907	Produto 1907	220	R$ 3.729,00	20/10/2025	Sim				
649	Produto 649	360	R$ 2.815,00	23/09/2025	Sim				
1800	Produto 1800	236	R$ 1.880,00	03/10/2025	Sim				
1818	Produto 1818	276	R$ 3.444,00	01/10/2025	N’o				
4214	Produto 4214	221	R$ 306,00	19/09/2025	Sim				
4139	Produto 4139	380	R$ 3.636,00	21/09/2025	Sim				
1723	Produto 1723	219	R$ 761,00	21/10/2025	N’o				
4203	Produto 4203	331	R$ 937,00	07/10/2025	Sim				
213	Produto 213	260	R$ 2.571,00	02/09/2025	N’o				
3058	Produto 3058	256	R$ 3.238,00	10/10/2025	Sim				
4474	Produto 4474	228	R$ 2.972,00	28/08/2025	Sim				
4604	Produto 4604	233	R$ 3.442,00	24/10/2025	Sim				
2296	Produto 2296	307	R$ 1.203,00	15/09/2025	N’o				
2013	Produto 2013	260	R$ 3.763,00	28/09/2025	N’o				
3460	Produto 3460	285	R$ 818,00	09/09/2025	N’o				
732	Produto 732	399	R$ 599,00	08/10/2025	N’o				
